Q62,immigration_a,immigration_b,abortion_a,abortion_b,vote_a,vote_b,tax_a,tax_b,torture_a,torture_b,affirmaction_a,affirmaction_b,military_a,military_b,covidgov_a,covidgov_b,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_19,Q37_20,Q8,Q10,Q12,Q39,Q40,Q14,Q16,Q18,Q20,Q62.1,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q58,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,meanD,meanA,meanD_c,meanA_c,immigration_a_c,abortion_a_c,vote_a_c,tax_a_c,torture_a_c,affirmaction_a_c,military_a_c,covidgov_a_c,PO_c
1,1,3,3,3,1,3,1,3,2.3333,3,2.3333,3,2,3,4,3,7,2,7,3,3,7,3,7,7,3,3,7,3,7,8,3,7,2,2,7,4,6,6,6,6,6,3,2,28,2,6,6,6,7,3,no,5eb35863-9ae7-5bb6-7e83-af0ed116411a,28,2,17,4,1,6,5,4,91377,4.9,2.083325,0.48136843177209254,-0.5772075217215602,-1.6482269503546099,-0.039716312056737646,-0.7675548797736917,-1.2294617563739378,-0.13033555240793193,-0.4865960396039606,-0.9108910891089108,0.5963172804532579,2.0155807365439093
1,1,3,4,3,1,3,1,1,1,3,1,3,3,3,5,3,3,5,5,9,4,6,1,6,4,1,3,4,1,6,5,1,4,3,3,5,1,6,4,4,4,5,1,2,54,5,7,7,7,7,4,No,5eb3584f-d2fc-924d-aa1a-61011f84fb4d,52,2,9,1,1,6,1,2,45505,3.95,2.125,-0.46863156822790764,-0.5355325217215601,-1.6482269503546099,0.9602836879432624,-0.7675548797736917,-1.2294617563739378,-1.4636355524079319,-1.8198960396039605,0.08910891089108919,1.596317280453258,0.015580736543909346
1,1,4,2,4,1,1,3,1,2.3333,1,5,1,2,1,5,4,5,5,5,5,4,5,4,5,5,3,4,5,5,5,5,3,3,4,4,3,4,7,1,1,1,5,2,2,58,5,4,7,7,7,2,It was a great survey ,5eb3589b-c37e-bfb7-229e-204a604499d6,58,2,2,1,1,6,9,3,72616,4.35,2.6666625,-0.06863156822790817,0.006129978278440085,-1.6482269503546099,-1.0397163120567376,-0.7675548797736917,0.7705382436260622,-0.13033555240793193,2.1801039603960395,-0.9108910891089108,1.596317280453258,-2.9844192634560907
1,5,4,2,4,1,3,5,3,2.3333,3,2.3333,3,4,1,4,4,4,1,6,5,1,4,5,4,7,4,4,8,4,6,7,3,7,2,3,2,1,7,5,5,5,4,1,2,32,4,5,6,7,7,5,,5eb35968-ee1f-c1d7-4bfa-17f1a346c94b,31,2,13,15,2,2,1,1,19104,4.35,3.208325,-0.06863156822790817,0.5477924782784398,2.35177304964539,-1.0397163120567376,-0.7675548797736917,2.770538243626062,-0.13033555240793193,-0.4865960396039606,1.0891089108910892,0.5963172804532579,1.0155807365439093
1,1,1,4,3,1,4,4,3,2.3333,2,3.6667,3,2,1,2,2,5,1,2,6,1,4,3,6,4,1,2,6,4,2,9,5,7,1,3,1,1,4,4,5,6,5,2,2,31,5,7,7,7,7,2,,5eb35900-bc03-2507-712f-f4b74153d01f,31,2,5,1,1,6,10,3,37122,3.65,2.5,-0.7686315682279079,-0.16053252172156007,-1.6482269503546099,0.9602836879432624,-0.7675548797736917,1.7705382436260622,-0.13033555240793193,0.8468039603960396,-0.9108910891089108,-1.403682719546742,0.015580736543909346
1,3,1,3,2,1,3,2,3,2.3333,2,2.3333,2,2,2,3,2,7,6,6,5,4,3,5,7,5,6,4,6,7,6,6,3,4,6,6,5,2,3,5,5,4,4,1,2,37,2,6,6,7,7,4,No,5eb358ae-f8a9-05d9-c2d1-af8994ba638b,37,2,3,4,1,2,2,3,29020,5.35,2.333325,0.9313684317720918,-0.3272075217215602,0.35177304964539013,-0.039716312056737646,-0.7675548797736917,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,-0.9108910891089108,-0.40368271954674206,1.0155807365439093
1,1,4,2,3,1,4,1,3,1,4,1,1,3,3,4,3,5,1,8,5,1,5,1,5,1,1,5,5,5,5,2,1,1,1,5,1,1,4,2,4,1,5,1,2,77,5,2,7,7,7,3,,5eb358e5-9872-e2c5-628b-bb1edc47a62d,77,2,23,1,1,5,2,4,90403,3.2,1.75,-1.2186315682279076,-0.9105325217215601,-1.6482269503546099,-1.0397163120567376,-0.7675548797736917,-1.2294617563739378,-1.4636355524079319,-1.8198960396039605,0.08910891089108919,0.5963172804532579,-1.9844192634560907
1,1,1,5,1,1,1,1,3,2.3333,2,2.3333,1,4,1,5,3,6,3,6,3,4,5,3,6,3,3,4,6,3,4,4,3,5,4,8,4,4,4,3,3,4,4,2,2,43,5,4,6,5,6,4,Thought it was ok,5eb3585b-7404-5341-75e5-e56d9e553520,43,2,5,1,1,2,9,3,32773,4.35,2.708325,-0.06863156822790817,0.0477924782784398,-1.6482269503546099,1.9602836879432624,-0.7675548797736917,-1.2294617563739378,-0.13033555240793193,-0.4865960396039606,1.0891089108910892,1.596317280453258,-0.9844192634560907
1,1,5,3,5,1,5,1,1,3.6667,5,2.3333,1,3,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,2,33,5,7,4,7,7,1,,5eb35874-73d9-5e1e-7d40-a3f66822cb59,33,2,11,1,1,2,1,4,98258,5,2.125,0.5813684317720922,-0.5355325217215601,-1.6482269503546099,-0.039716312056737646,-0.7675548797736917,-1.2294617563739378,1.2030644475920682,-0.4865960396039606,0.08910891089108919,-1.403682719546742,0.015580736543909346
1,2,1,1,1,2.3333,3,1,2,2.3333,1,1,1,3,3,2,1,5,5,5,5,5,5,7,3,3,5,9,5,6,5,5,5,5,5,5,3,1,2,4,4,4,6,2,2,35,5,4,4,4,4,4,,5eb359a4-3f57-9e22-3fb5-ec46966b5807,35,2,10,1,1,6,9,3,37388,5.05,1.8333249999999999,0.631368431772092,-0.8272075217215602,-0.6482269503546099,-2.0397163120567376,0.5657451202263082,-1.2294617563739378,-0.13033555240793193,-1.8198960396039605,0.08910891089108919,-1.403682719546742,0.015580736543909346
1,1,4,1,5,2.3333,3,NA,NA,2.3333,4,3.6667,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,6,2,2,31,5,4,4,4,4,4,na ,5eb35a02-1332-4b64-5dd9-c3a8a997f276,31,2,9,1,1,6,9,2,53150,5,2.3333285714285714,0.5813684317720922,-0.32720395029298865,-1.6482269503546099,-2.0397163120567376,0.5657451202263082,NA,-0.13033555240793193,0.8468039603960396,0.08910891089108919,-0.40368271954674206,0.015580736543909346
1,3,1,3,1,1,1,2,1,2.3333,1,3.6667,1,4,1,3,1,6,5,5,5,5,5,5,5,5,5,6,5,3,5,5,5,7,5,5,3,1,4,4,4,4,6,2,2,25,4,6,6,7,7,6,It was simple to comolete,5eb358b8-a5ed-7553-1f91-db22e56f14da,25,2,9,15,2,6,10,3,78046,5,2.75,0.5813684317720922,0.08946747827843993,0.35177304964539013,-0.039716312056737646,-0.7675548797736917,-0.22946175637393784,-0.13033555240793193,0.8468039603960396,1.0891089108910892,-0.40368271954674206,0.015580736543909346
1,4,1,1,1,1,1,2,1,2.3333,1,3.6667,1,3,1,4,1,1,9,5,9,9,5,9,9,5,9,9,5,9,1,1,9,9,9,9,1,1,6,4,4,4,6,1,2,22,3,4,7,4,7,1,,5eb3593b-668e-7241-7090-efa4ca1a0fcc,22,2,15,2,1,6,2,3,28079,6.6,2.625,2.181368431772092,-0.03553252172156007,1.3517730496453901,-2.0397163120567376,-0.7675548797736917,-0.22946175637393784,-0.13033555240793193,0.8468039603960396,0.08910891089108919,0.5963172804532579,0.015580736543909346
1,3,1,1,3,2.3333,1,1,1,1,3,2.3333,1,1,3,3,1,1,5,1,3,1,5,5,5,1,1,1,1,1,1,1,1,5,1,5,1,4,7,1,1,1,4,2,2,63,5,4,7,7,7,2,,5eb358db-8221-7327-0c56-9820d1f93f45,63,2,8,1,1,2,10,2,46303,2.3,1.8333249999999999,-2.118631568227908,-0.8272075217215602,0.35177304964539013,-2.0397163120567376,0.5657451202263082,-1.2294617563739378,-1.4636355524079319,-0.4865960396039606,-1.9108910891089108,-0.40368271954674206,-2.9844192634560907
1,2,2,1,2,1,2,2,2,2.3333,3,2.3333,2,3,3,2,2,7,5,7,4,5,3,8,7,7,6,5,2,5,3,3,9,6,8,4,5,1,4,4,6,7,6,2,2,34,5,5,6,6,6,6,,5eb35970-6b3f-74c8-614e-57059a17401d,52,2,19,2,1,6,10,4,85123,5.45,1.9583249999999999,1.0313684317720924,-0.7022075217215602,-0.6482269503546099,-2.0397163120567376,-0.7675548797736917,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,0.08910891089108919,-1.403682719546742,0.015580736543909346
1,1,4,2,4,1,2,2,4,2.3333,3,1,1,2,4,3,3,9,1,9,1,1,9,1,9,9,1,1,9,1,9,9,1,9,1,1,9,4,2,4,4,4,4,5,2,39,5,6,7,7,7,4,,5eb3596a-e02f-69fd-3ded-ac7a3bdfe0fd,39,2,9,1,1,2,4,3,27583,5,1.7916625,0.5813684317720922,-0.8688700217215601,-1.6482269503546099,-1.0397163120567376,-0.7675548797736917,-0.22946175637393784,-0.13033555240793193,-1.8198960396039605,-0.9108910891089108,-0.40368271954674206,0.015580736543909346
1,4,2,3,2,2.3333,3,2,2,1,1,3.6667,3,5,2,3,1,4,6,7,5,8,2,6,8,3,8,9,6,5,4,8,5,4,7,6,3,3,3,3,3,4,4,1,2,19,5,2,6,4,3,4,No,5eb359d6-d0a2-317d-22d4-30d8e7a36276,19,2,19,4,1,6,2,4,92618,5.7,3,1.2813684317720924,0.3394674782784399,1.3517730496453901,-0.039716312056737646,0.5657451202263082,-0.22946175637393784,-1.4636355524079319,0.8468039603960396,2.089108910891089,-0.40368271954674206,-0.9844192634560907
1,5,1,5,1,1,1,2,1,1,1,3.6667,1,3,1,4,1,5,3,3,5,5,5,3,3,2,5,8,3,5,3,5,7,5,2,5,1,4,5,6,6,6,4,1,2,36,5,2,6,6,6,3,Nope,5eb35999-c812-7972-0a55-9f8b7e0a87cf,36,2,4,1,2,4,1,2,44035,4.15,3.0833375,-0.26863156822790746,0.42280497827843977,2.35177304964539,1.9602836879432624,-0.7675548797736917,-0.22946175637393784,-1.4636355524079319,0.8468039603960396,0.08910891089108919,0.5963172804532579,2.0155807365439093
1,2,5,4,4,3.6667,3,3,2,3.6667,2,1,4,3,2,4,3,7,5,8,7,5,6,3,5,5,9,1,4,3,8,5,4,9,8,1,5,3,4,7,6,4,5,1,2,18,"4,5",3,7,3,6,2,N.a,5eb35a0e-36f6-f4f1-734b-cc5a1694ccd2,18,2,5,1,2,4,1,3,33015,5.4,3.041675,0.9813684317720925,0.38114247827844006,-0.6482269503546099,0.9602836879432624,1.8991451202263083,0.7705382436260622,1.2030644475920682,-1.8198960396039605,0.08910891089108919,0.5963172804532579,3.0155807365439093
1,5,1,1,1,1,1,1,1,2.3333,1,1,1,3,1,3,1,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4,3,3,2,39,4,1,7,7,7,1,Thanks,5eb35835-7bb0-b9ea-7a02-225e0d1d02a6,39,2,2,15,2,2,4,3,33015,4.85,2.1666625,0.43136843177209183,-0.4938700217215599,2.35177304964539,-2.0397163120567376,-0.7675548797736917,-1.2294617563739378,-0.13033555240793193,-1.8198960396039605,0.08910891089108919,-0.40368271954674206,0.015580736543909346
1,2,1,3,1,1,1,3,1,1,1,1,1,3,1,4,1,1,1,5,1,1,3,1,1,4,1,7,5,1,1,1,1,2,1,5,1,2,2,5,4,5,5,3,2,37,5,5,4,5,6,5,,5eb358ce-13c2-6eb3-16bc-c9ff43c8f374,37,2,4,1,1,2,5,2,43605,2.2,2.25,-2.2186315682279076,-0.4105325217215601,-0.6482269503546099,-0.039716312056737646,-0.7675548797736917,0.7705382436260622,-1.4636355524079319,-1.8198960396039605,0.08910891089108919,0.5963172804532579,1.0155807365439093
1,4,4,5,3,1,3,1,3,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,7,7,7,5,3,2,26,3,4,4,7,7,1,,5eb3598e-ec4a-9a79-220d-bfc349410c47,26,2,18,2,1,4,2,3,29073,5,3.375,0.5813684317720922,0.7144674782784399,1.3517730496453901,1.9602836879432624,-0.7675548797736917,-1.2294617563739378,-1.4636355524079319,2.1801039603960395,2.089108910891089,1.596317280453258,3.0155807365439093
1,2,3,5,2,1,2,3,2,3.6667,2,1,2,2,2,2,3,4,7,4,5,6,4,5,5,7,3,7,8,6,5,7,4,6,5,3,5,1,4,4,3,3,5,1,2,31,5,6,6,2,5,5,,5eb35a62-814d-6689-7033-62a8a01277b7,31,2,7,1,1,6,2,4,91911,5.3,2.4583375,0.881368431772092,-0.20219502172156023,-0.6482269503546099,1.9602836879432624,-0.7675548797736917,0.7705382436260622,1.2030644475920682,-1.8198960396039605,-0.9108910891089108,-1.403682719546742,0.015580736543909346
1,2,NA,2,3,2.3333,3,3,3,3.6667,2,2.3333,2,2,3,1,3,9,6,8,5,5,3,4,7,8,5,4,9,5,3,7,5,7,6,5,5,1,7,7,4,6,6,1,2,50,5,7,6,6,6,5,,5eb35a17-3041-1f82-424c-c2d544ad3cc2,51,2,9,1,1,4,1,3,19720,5.8,2.2916625,1.381368431772092,-0.3688700217215599,-0.6482269503546099,-1.0397163120567376,0.5657451202263082,0.7705382436260622,1.2030644475920682,-0.4865960396039606,-0.9108910891089108,-2.403682719546742,3.0155807365439093
1,3,2,5,2,2.3333,4,1,2,3.6667,3,2.3333,3,4,2,4,4,6,2,4,4,3,5,3,5,3,5,4,7,4,6,1,7,2,2,9,3,1,4,5,5,5,6,1,2,26,5,7,4,6,7,5,,5eb359af-e04c-67f9-a954-b01259e1d994,26,2,7,1,1,6,2,1,2467,4.25,3.1666625,-0.1686315682279078,0.5061299782784401,0.35177304964539013,1.9602836879432624,0.5657451202263082,-1.2294617563739378,1.2030644475920682,-0.4865960396039606,1.0891089108910892,0.5963172804532579,1.0155807365439093
1,5,3,2,4,2.3333,3,1,4,2.3333,3,3.6667,3,5,4,2,3,5,1,5,4,2,5,4,6,4,2,4,7,5,4,4,4,1,2,4,1,4,7,3,5,1,5,4,2,28,5,6,7,7,6,3,Nope. ,5eb35991-d09c-3803-b4d5-69392144f428,28,2,8,1,1,6,8,1,12095,3.7,2.9166625,-0.7186315682279076,0.2561299782784401,2.35177304964539,-1.0397163120567376,0.5657451202263082,-1.2294617563739378,-0.13033555240793193,0.8468039603960396,2.089108910891089,-1.403682719546742,-0.9844192634560907
1,2,3,1,1,1,4,5,2,3.6667,2,3.6667,3,2,4,3,2,8,5,7,3,2,6,4,7,7,4,4,3,2,6,6,4,2,3,4,2,4,2,4,4,6,4,3,2,26,5,6,5,6,6,6,Great ,5eb3588e-43a0-067f-ef57-e66ba57df158,26,2,1,1,1,2,3,3,23462,4.45,2.666675,0.031368431772092364,0.0061424782784400556,-0.6482269503546099,-2.0397163120567376,-0.7675548797736917,2.770538243626062,1.2030644475920682,0.8468039603960396,-0.9108910891089108,-0.40368271954674206,0.015580736543909346
1,1,2,4,3,2.3333,2,2,2,2.3333,2,2.3333,1,2,1,2,2,6,2,7,3,3,8,2,8,6,3,4,8,3,6,8,3,7,2,4,7,2,6,3,4,5,6,2,2,27,5,4,6,5,5,2,,5eb35a7d-7b84-3222-084b-ce3bb5bf7a21,26,2,4,1,1,6,10,3,24818,5,2.2499875,0.5813684317720922,-0.41054502172156004,-1.6482269503546099,0.9602836879432624,0.5657451202263082,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,-0.9108910891089108,-1.403682719546742,-0.9844192634560907
1,1,5,4,4,2.3333,2,1,5,3.6667,4,1,3,1,3,2,1,3,7,3,3,3,9,2,7,5,3,2,3,5,5,5,6,4,6,3,6,1,6,2,1,2,7,1,1,31,3,7,5,4,3,5,Great ome,5eb358c3-5ca4-1b59-b3d8-7a598ff4e09e,29,2,19,2,1,6,1,3,77043,4.5,2,0.08136843177209219,-0.6605325217215601,-1.6482269503546099,0.9602836879432624,0.5657451202263082,-1.2294617563739378,1.2030644475920682,-1.8198960396039605,-1.9108910891089108,-1.403682719546742,-1.9844192634560907
1,1,3,2,4,2.3333,3,2,3,2.3333,2,2.3333,3,2,3,3,2,3,5,2,5,4,7,7,3,5,5,6,3,5,2,3,6,3,4,5,7,2,6,5,4,4,7,1,2,27,5,4,7,5,5,7,,5eb35a84-ed84-6680-19a1-15db2fa0641a,27,2,7,1,1,7,1,3,40515,4.5,2.1249875,0.08136843177209219,-0.53554502172156,-1.6482269503546099,-1.0397163120567376,0.5657451202263082,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,-0.9108910891089108,-0.40368271954674206,1.0155807365439093
1,1,5,1,5,1,5,1,3,2.3333,2,1,5,1,4,4,3,7,2,6,2,7,7,4,8,7,3,4,8,9,7,2,8,3,4,8,1,1,4,1,1,1,5,2,2,38,5,6,7,7,7,6,,5eb35888-b1e6-75a9-7ce3-e55bd6fb61d6,44,2,8,2,1,2,5,1,6787,5.35,1.5416625,0.9313684317720918,-1.1188700217215601,-1.6482269503546099,-2.0397163120567376,-0.7675548797736917,-1.2294617563739378,-0.13033555240793193,-1.8198960396039605,-1.9108910891089108,0.5963172804532579,-2.9844192634560907
1,1,1,5,1,1,1,3,1,2.3333,1,1,1,2,1,3,1,3,4,6,5,4,5,4,4,5,6,5,5,5,5,4,4,2,5,5,1,2,4,3,4,3,5,2,2,60,5,6,6,7,7,4,None,5eb359de-1143-d01d-2130-ba4c78c6e43f,60,2,9,1,1,4,9,4,84738,4.35,2.2916625,-0.06863156822790817,-0.3688700217215599,-1.6482269503546099,1.9602836879432624,-0.7675548797736917,0.7705382436260622,-0.13033555240793193,-1.8198960396039605,-0.9108910891089108,-0.40368271954674206,-0.9844192634560907
1,3,1,2,1,1,3,1,1,1,2,1,1,4,1,4,1,5,3,5,5,1,5,1,5,3,5,2,4,3,3,3,3,1,1,5,1,1,1,4,4,4,5,3,2,29,5,4,7,7,7,2,No,5eb35a0c-44a6-b895-0584-469c21ec43d6,29,2,9,1,1,6,4,3,33948,3.2,2.125,-1.2186315682279076,-0.5355325217215601,0.35177304964539013,-1.0397163120567376,-0.7675548797736917,-1.2294617563739378,-1.4636355524079319,-1.8198960396039605,1.0891089108910892,0.5963172804532579,0.015580736543909346
1,2,3,2,2,2.3333,3,3,3,2.3333,3,2.3333,3,4,3,4,3,3,6,5,5,5,4,5,3,4,6,7,5,6,3,5,5,5,5,7,5,1,4,4,4,2,5,1,2,37,5,4,5,7,4,7,,5eb35a56-dad6-5dc2-8a5c-0375c82fe424,37,2,3,1,1,4,1,1,18660,4.95,2.7499875,0.5313684317720924,0.08945497827843996,-0.6482269503546099,-1.0397163120567376,0.5657451202263082,0.7705382436260622,-0.13033555240793193,-0.4865960396039606,1.0891089108910892,0.5963172804532579,0.015580736543909346
1,3,1,5,2,1,1,1,1,1,2,3.6667,1,5,1,4,3,2,1,6,2,2,5,2,4,4,2,2,6,3,7,1,3,2,2,8,2,2,5,6,7,6,6,1,2,47,5,7,6,5,7,6,Nope,5eb359b0-1377-e1a4-70cb-c3608a76bfcc,47,2,19,1,1,6,1,1,13132,3.3,2.9583375,-1.118631568227908,0.29780497827843977,0.35177304964539013,1.9602836879432624,-0.7675548797736917,-1.2294617563739378,-1.4636355524079319,0.8468039603960396,2.089108910891089,0.5963172804532579,2.0155807365439093
1,4,3,3,NA,2.3333,1,5,4,1,1,5,3,4,3,4,1,2,4,6,1,4,2,3,2,8,8,9,4,1,6,6,5,1,1,8,1,2,5,6,2,6,6,1,2,45,3,6,7,7,6,3,,5eb35818-36a7-1906-a504-4a3a26af8eaa,45,2,4,2,1,6,1,3,33313,4.1,3.5416625,-0.31863156822790817,0.8811299782784401,1.3517730496453901,-0.039716312056737646,0.5657451202263082,2.770538243626062,-1.4636355524079319,2.1801039603960395,1.0891089108910892,0.5963172804532579,2.0155807365439093
1,2,2,2,2,1,3,1,2,2.3333,3,2.3333,3,3,3,5,3,7,2,7,3,4,5,5,6,7,3,4,6,5,8,6,5,6,3,6,6,1,5,4,4,5,5,1,2,33,5,6,5,4,4,5,None itâ€™s good ,5eb35a68-2fcc-7345-82c1-c73676a4c410,33,2,4,1,1,4,1,1,7307,5.2,2.333325,0.7813684317720924,-0.3272075217215602,-0.6482269503546099,-1.0397163120567376,-0.7675548797736917,-1.2294617563739378,-0.13033555240793193,-0.4865960396039606,0.08910891089108919,1.596317280453258,0.015580736543909346
1,3,3,1,2,2.3333,2,2,3,5,NA,2.3333,3,2,3,3,3,8,1,8,2,2,9,1,9,7,6,2,9,1,9,8,3,9,2,3,8,1,6,7,7,7,6,2,2,36,5,7,7,7,6,7,Great,5eb35a88-532c-07b7-cba7-98b57f3f5f91,34,2,14,1,1,6,10,3,33040,5.35,2.583325,0.9313684317720918,-0.0772075217215602,0.35177304964539013,-2.0397163120567376,0.5657451202263082,-0.22946175637393784,2.536364447592068,-0.4865960396039606,-0.9108910891089108,-0.40368271954674206,3.0155807365439093
